id,name,interaction,smile,target,enzyme,carrier,transporter
DB00206,,,"methyl (1R,15S,17R,18R,19S,20S)-6,18-dimethoxy-17-(3,4,5-trimethoxybenzoyloxy)-3,13-diazapentacyclo[11.8.0.0^{2,10}.0^{4,9}.0^{15,20}]henicosa-2(10),4(9),5,7-tetraene-19-carboxylate",||,,,||||||
DB00207,,,"(2R,3S,4R,5R,8R,10R,11R,12S,13S,14R)-11-{[(2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy}-2-ethyl-3,4,10-trihydroxy-13-{[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl]oxy}-3,5,6,8,10,12,14-heptamethyl-1-oxa-6-azacyclopentadecan-15-one",|,,,|
DB00208,,,"5-[(2-chlorophenyl)methyl]-4H,5H,6H,7H-thieno[3,2-c]pyridine",|,|||||||,,
DB00209,,,"(1S,3R,5R)-3-[(2-hydroxy-2,2-diphenylacetyl)oxy]-8λ⁵-azaspiro[bicyclo[3.2.1]octane-8,1'-pyrrolidin]-8-ylium",||,,,
DB00210,,,6-[3-(adamantan-1-yl)-4-methoxyphenyl]naphthalene-2-carboxylic acid,||||||||,,,
DB00211,,,"2-amino-N-[2-(2,5-dimethoxyphenyl)-2-hydroxyethyl]acetamide",||,,,
DB00212,,,"(2S)-2-[(2S)-2-benzyl-3-(2-methylpropane-2-sulfonyl)propanamido]-N-[(2S,3R,4S)-1-cyclohexyl-4-cyclopropyl-3,4-dihydroxybutan-2-yl]-3-(1H-imidazol-5-yl)propanamide",,,,
DB00213,,,"6-(difluoromethoxy)-2-[(3,4-dimethoxypyridin-2-yl)methanesulfinyl]-1H-1,3-benzodiazole",||,|,,||
DB00214,,,1-({4-[(3-methylphenyl)amino]pyridin-3-yl}sulfonyl)-3-(propan-2-yl)urea,|,|,,
DB00215,,,"1-[3-(dimethylamino)propyl]-1-(4-fluorophenyl)-1,3-dihydro-2-benzofuran-5-carbonitrile",|,||||||,,
DB00216,,,5-[2-(benzenesulfonyl)ethyl]-3-{[(2R)-1-methylpyrrolidin-2-yl]methyl}-1H-indole,|||,|||||,,
DB00217,,,"(E)-N'-benzyl-N,N''-dimethylguanidine",|||,,,
DB00218,,,"7-[(4aS,7aS)-octahydro-1H-pyrrolo[3,4-b]pyridin-6-yl]-1-cyclopropyl-6-fluoro-8-methoxy-4-oxo-1,4-dihydroquinoline-3-carboxylic acid",|||||,,,
DB00219,,,{2-[(2-cyclohexyl-2-hydroxy-2-phenylacetyl)oxy]ethyl}diethylmethylazanium,,,,
DB00220,,,"(3S,4aS,8aS)-N-tert-butyl-2-[(2R,3R)-2-hydroxy-3-[(3-hydroxy-2-methylphenyl)formamido]-4-(phenylsulfanyl)butyl]-decahydroisoquinoline-3-carboxamide",,|||||||,|,|||||||
DB00221,,,"4-{1-hydroxy-2-[(propan-2-yl)amino]butyl}benzene-1,2-diol",|,,,
DB00222,,,"3-ethyl-4-methyl-2-oxo-N-(2-{4-[({[(1r,4r)-4-methylcyclohexyl]carbamoyl}amino)sulfonyl]phenyl}ethyl)-2,5-dihydro-1H-pyrrole-1-carboxamide",|||,,,
DB00223,,,"(1R,2S,3aS,3bS,5S,9aS,9bR,10S,11aS)-5,9b-difluoro-1,10-dihydroxy-1-(2-hydroxyacetyl)-2,9a,11a-trimethyl-1H,2H,3H,3aH,3bH,4H,5H,7H,9aH,9bH,10H,11H,11aH-cyclopenta[a]phenanthren-7-one",|,,,
DB00224,,,"(2S)-1-[(2S,4R)-4-benzyl-2-hydroxy-4-{[(1S,2R)-2-hydroxy-2,3-dihydro-1H-inden-1-yl]carbamoyl}butyl]-N-tert-butyl-4-[(pyridin-3-yl)methyl]piperazine-2-carboxamide",|,||||,,|||||||
DB00225,,,gadolinium(3+) 2-[bis({2-[(carboxylatomethyl)[(methylcarbamoyl)methyl]amino]ethyl})amino]acetate,,,,
DB00226,,,"N''-({1,4-dioxaspiro[4.5]decan-2-yl}methyl)guanidine",,,,
DB00227,,,"(1S,3R,7S,8S,8aR)-8-{2-[(2R,4R)-4-hydroxy-6-oxooxan-2-yl]ethyl}-3,7-dimethyl-1,2,3,7,8,8a-hexahydronaphthalen-1-yl (2S)-2-methylbutanoate",||,||||||,,||||||
DB00228,,,"2-chloro-1-(difluoromethoxy)-1,1,2-trifluoroethane",||||||,,,
DB00229,,,"(6R,7R)-7-[2-(2-amino-1,3-thiazol-4-yl)acetamido]-3-[({1-[2-(dimethylamino)ethyl]-1H-1,2,3,4-tetrazol-5-yl}sulfanyl)methyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",|,,,|
DB00230,,,(3S)-3-(aminomethyl)-5-methylhexanoic acid,,,,|
DB00231,,,"7-chloro-3-hydroxy-1-methyl-5-phenyl-2,3-dihydro-1H-1,4-benzodiazepin-2-one",||,||,,
DB00232,,,"6-chloro-3-(chloromethyl)-2-methyl-1,1-dioxo-3,4-dihydro-2H-1lambda6,2,4-benzothiadiazine-7-sulfonamide",|||,,,
DB00233,,,4-amino-2-hydroxybenzoic acid,|||||,,,
DB00234,,,(2R)-2-[(R)-(2-ethoxyphenoxy)(phenyl)methyl]morpholine,,|,,
DB00235,,,"2-methyl-6-oxo-1,6-dihydro-[3,4'-bipyridine]-5-carbonitrile",,,,
DB00236,,,3-bromo-1-[4-(3-bromopropanoyl)piperazin-1-yl]propan-1-one,,,,
DB00237,,,"5-(butan-2-yl)-5-ethyl-1,3-diazinane-2,4,6-trione",|||||||||||,,,
DB00238,,,"2-cyclopropyl-7-methyl-2,4,9,15-tetraazatricyclo[9.4.0.0^{3,8}]pentadeca-1(11),3,5,7,12,14-hexaen-10-one",|,|||||||,,
DB00239,,,"(Z)-[1-(2,4-dichlorophenyl)-2-(1H-imidazol-1-yl)ethylidene][(2,4-dichlorophenyl)methoxy]amine",||,|,,
DB00240,,,"(1R,2R,3aS,3bS,4R,9aR,9bS,10S,11aS)-4-chloro-1,10-dihydroxy-1-(2-hydroxyacetyl)-2,9a,11a-trimethyl-1H,2H,3H,3aH,3bH,4H,5H,7H,9aH,9bH,10H,11H,11aH-cyclopenta[a]phenanthren-7-one",|,,,
DB00241,,,"5-(2-methylpropyl)-5-(prop-2-en-1-yl)-1,3-diazinane-2,4,6-trione",||||||||||,,,
DB00242,,,"(2R,3S,5R)-5-(6-amino-2-chloro-9H-purin-9-yl)-2-(hydroxymethyl)oxolan-3-ol",|||||||||||,|,,|||
DB00243,,,"N-(2,6-dimethylphenyl)-2-{4-[2-hydroxy-3-(2-methoxyphenoxy)propyl]piperazin-1-yl}acetamide",|||||,|,,|||
DB00244,,,5-amino-2-hydroxybenzoic acid,||||||,,,||
DB00245,,,"(1R,3R,5S)-3-(diphenylmethoxy)-8-methyl-8-azabicyclo[3.2.1]octane",||||,,,
DB00246,,,"5-{2-[4-(1,2-benzothiazol-3-yl)piperazin-1-yl]ethyl}-6-chloro-2,3-dihydro-1H-indol-2-one",||||||||||||||||||||||||||,|,|,
DB00247,,,"(4R,7R)-N-(1-hydroxybutan-2-yl)-6,11-dimethyl-6,11-diazatetracyclo[7.6.1.0^{2,7}.0^{12,16}]hexadeca-1(15),2,9,12(16),13-pentaene-4-carboxamide",|||||||,,,
DB00248,,,"1-[3-(dimethylamino)propyl]-3-ethyl-1-[(2R,4R,7R)-6-(prop-2-en-1-yl)-6,11-diazatetracyclo[7.6.1.0^{2,7}.0^{12,16}]hexadeca-1(16),9,12,14-tetraene-4-carbonyl]urea",||||||||||||||||||||,,,
DB00249,,,"1-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-5-iodo-1,2,3,4-tetrahydropyrimidine-2,4-dione",|,,,
DB00250,,,4-(4-aminobenzenesulfonyl)aniline,|,||||||||||||,,
DB00251,,,"1-(4-{[(2S,4R)-2-(2,4-dichlorophenyl)-2-[(1H-1,2,4-triazol-1-yl)methyl]-1,3-dioxolan-4-yl]methoxy}phenyl)-4-(propan-2-yl)piperazine",,,,
DB00252,,,"5,5-diphenylimidazolidine-2,4-dione",|||||||||,|||||||||||||||||||,|,||
DB00253,,,"(1S,3aS,3bS,5S,9aR,9bS,10S,11aS)-1-acetyl-10-hydroxy-5,9a,11a-trimethyl-1H,2H,3H,3aH,3bH,4H,5H,7H,8H,9H,9aH,9bH,10H,11H,11aH-cyclopenta[a]phenanthren-7-one",|||,|,,||
DB00254,,,"(4S,4aR,5S,5aR,6R,12aS)-4-(dimethylamino)-3,5,10,12,12a-pentahydroxy-6-methyl-1,11-dioxo-1,4,4a,5,5a,6,11,12a-octahydrotetracene-2-carboxamide",,,,|
DB00255,,,4-[(3E)-4-(4-hydroxyphenyl)hex-3-en-3-yl]phenol,||||||||,|||||,,||||
DB00256,,,"(2S)-6-[({[(4S,4aS,5aS,6S,12aS)-4-(dimethylamino)-3,6,10,12,12a-pentahydroxy-6-methyl-1,11-dioxo-1,4,4a,5,5a,6,11,12a-octahydrotetracen-2-yl]formamido}methyl)amino]-2-aminohexanoic acid",,,,
DB00257,,,1-[(2-chlorophenyl)diphenylmethyl]-1H-imidazole,|||||,|||||||,,|||
DB00258,,,calcium diacetate,,,,
DB00259,,,4-aminobenzene-1-sulfonamide,,,,
DB00260,,,"(4R)-4-amino-1,2-oxazolidin-3-one",||,,,
DB00261,,,"6,7-dichloro-1H,2H,3H,5H-imidazo[2,1-b]quinazolin-2-one",,,,
DB00262,,,"1,3-bis(2-chloroethyl)-1-nitrosourea",||,,,
DB00263,,,"4-amino-N-(3,4-dimethyl-1,2-oxazol-5-yl)benzene-1-sulfonamide",,,,
DB00264,,,1-[4-(2-methoxyethyl)phenoxy]-3-[(propan-2-yl)amino]propan-2-ol,||,|,,
DB00265,,,N-ethyl-N-(2-methylphenyl)but-2-enamide,,,,
DB00266,,,4-hydroxy-3-[(4-hydroxy-2-oxo-2H-chromen-3-yl)methyl]-2H-chromen-2-one,||,||,,
DB00267,,,"(6R,7R)-7-[(2Z)-2-(2-amino-1,3-thiazol-4-yl)-2-(methoxyimino)acetamido]-3-{[(1-methyl-1H-1,2,3,4-tetrazol-5-yl)sulfanyl]methyl}-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",|,,,
DB00268,,,"4-[2-(dipropylamino)ethyl]-2,3-dihydro-1H-indol-2-one",|||,,,
DB00269,,,"1-[2-chloro-1,2-bis(4-methoxyphenyl)ethenyl]-4-methoxybenzene",,,,
DB00270,,,"3-methyl 5-propan-2-yl 4-(2,1,3-benzoxadiazol-4-yl)-2,6-dimethyl-1,4-dihydropyridine-3,5-dicarboxylate",||||||,,,
DB00271,,,"3,5-diacetamido-2,4,6-triiodobenzoic acid",,,,
DB00272,,,2-(1H-pyrazol-5-yl)ethan-1-amine,,,,
DB00273,,,"[(1R,2S,6S,9R)-4,4,11,11-tetramethyl-3,5,7,10,12-pentaoxatricyclo[7.3.0.0^{2,6}]dodecan-6-yl]methyl sulfamate",|||||||||,|,,|
DB00274,,,"(6R,7S)-7-{2-[(cyanomethyl)sulfanyl]acetamido}-7-methoxy-3-{[(1-methyl-1H-1,2,3,4-tetrazol-5-yl)sulfanyl]methyl}-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",|||||,,,|
DB00275,,,"4-(2-hydroxypropan-2-yl)-2-propyl-1-{[2'-(1H-1,2,3,4-tetrazol-5-yl)-[1,1'-biphenyl]-4-yl]methyl}-1H-imidazole-5-carboxylic acid",,,,|||
DB00276,,,N-{4-[(acridin-9-yl)amino]-3-methoxyphenyl}methanesulfonamide,|||||,,,
DB00277,,,"1,3-dimethyl-2,3,6,7-tetrahydro-1H-purine-2,6-dione",||||||||||||||,||||||,,
DB00278,,,"(2R,4R)-1-[(2S)-5-carbamimidamido-2-(3-methyl-1,2,3,4-tetrahydroquinoline-8-sulfonamido)pentanoyl]-4-methylpiperidine-2-carboxylic acid",,|,|,
DB00279,,,"(2S)-2-amino-3-[4-(4-hydroxy-3-iodophenoxy)-3,5-diiodophenyl]propanoic acid",||,,||,||||||||||
DB00280,,,4-[bis(propan-2-yl)amino]-2-phenyl-2-(pyridin-2-yl)butanamide,|||||||,|,,|
DB00281,,,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",|||||||,||||||||,,|
DB00282,,,(3-amino-1-hydroxy-1-phosphonopropyl)phosphonic acid,||||,,,
DB00283,,,(2R)-2-{2-[1-(4-chlorophenyl)-1-phenylethoxy]ethyl}-1-methylpyrrolidine,,,,
DB00284,,,"(2R,3R,4R,5R)-4-{[(2R,3R,4R,5S,6R)-5-{[(2R,3R,4S,5S,6R)-3,4-dihydroxy-6-methyl-5-{[(1S,4R,5S,6S)-4,5,6-trihydroxy-3-(hydroxymethyl)cyclohex-2-en-1-yl]amino}oxan-2-yl]oxy}-3,4-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-2,3,5,6-tetrahydroxyhexanal",|||,,,
DB00285,,,1-[2-(dimethylamino)-1-(4-methoxyphenyl)ethyl]cyclohexan-1-ol,||,|||,,|
DB00286,,,,|,||,||,||||||||||||||||||||
DB00287,,,"propan-2-yl (5Z)-7-[(1R,2R,3R,5S)-3,5-dihydroxy-2-[(1E,3R)-3-hydroxy-4-[3-(trifluoromethyl)phenoxy]but-1-en-1-yl]cyclopentyl]hept-5-enoate",,,,
DB00288,,,"2-[(1'S,2'S,4'R,8'S,9'S,11'S,12'R,13'S)-12'-fluoro-11'-hydroxy-9',13'-dimethyl-16'-oxo-5',7'-dioxaspiro[cyclopentane-1,6'-pentacyclo[10.8.0.0^{2,9}.0^{4,8}.0^{13,18}]icosane]-14',17'-dien-8'-yl]-2-oxoethyl acetate",||||,|,,
DB00289,,,methyl[(3R)-3-(2-methylphenoxy)-3-phenylpropyl]amine,||||,|,||,
DB00290,,,"(3-{[2-(2-{2-[(2S,3R)-2-[(2S,3S,4R)-4-[(2S,3R)-2-({6-amino-2-[(1S)-1-{[(2S)-2-amino-2-carbamoylethyl]amino}-2-carbamoylethyl]-5-methylpyrimidin-4-yl}formamido)-3-[(3-{[4-(carbamoyloxy)-3,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl)oxy]-3-(1H-imidazol-4-yl)propanamido]-3-hydroxy-2-methylpentanamido]-3-hydroxybutanamido]ethyl}-1,3-thiazol-4-yl)-1,3-thiazol-4-yl]formamido}propyl)dimethylsulfanium",||,,,
DB00291,,,4-{4-[bis(2-chloroethyl)amino]phenyl}butanoic acid,,|,,
DB00292,,,ethyl 1-[(1R)-1-phenylethyl]-1H-imidazole-5-carboxylate,|||,|,,
DB00293,,,"(2S)-2-[(5-{methyl[(2-methyl-4-oxo-1,4-dihydroquinazolin-6-yl)methyl]amino}thiophen-2-yl)formamido]pentanedioic acid",||,,,
DB00294,,,"(1R,3aS,3bS,9aR,9bS,11aS)-11a-ethyl-1-ethynyl-1-hydroxy-10-methylidene-1H,2H,3H,3aH,3bH,4H,5H,7H,8H,9H,9aH,9bH,10H,11H,11aH-cyclopenta[a]phenanthren-7-one",,,|,
DB00295,,,"(1S,5R,13R,14S,17R)-4-methyl-12-oxa-4-azapentacyclo[9.6.1.0^{1,13}.0^{5,17}.0^{7,18}]octadeca-7(18),8,10,15-tetraene-10,14-diol",|||,|||||||,,
DB00296,,,"(2S)-N-(2,6-dimethylphenyl)-1-propylpiperidine-2-carboxamide",,||,,
DB00297,,,"1-butyl-N-(2,6-dimethylphenyl)piperidine-2-carboxamide",|,||,,
DB00298,,,"1-(2-methylphenyl)-4-(2-{5H,6H,7H,8H-[1,2,4]triazolo[4,3-a]pyridin-3-yl}ethyl)piperazine",|||,,,
DB00299,,,"2-amino-9-[4-hydroxy-3-(hydroxymethyl)butyl]-6,9-dihydro-3H-purin-6-one",||,,,
DB00300,,,bis({[(propan-2-yloxy)carbonyl]oxy}methyl) {[(2R)-1-(6-amino-9H-purin-9-yl)propan-2-yl]oxy}methanephosphonate,||,|||,,|||||
DB00301,,,"(2S,5R,6R)-6-[3-(2-chloro-6-fluorophenyl)-5-methyl-1,2-oxazole-4-amido]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",,,,
DB00302,,,"(1r,4r)-4-(aminomethyl)cyclohexane-1-carboxylic acid",,,,
DB00303,,,"(4R,5S,6S)-3-{[(3S,5S)-5-[(3-carboxyphenyl)carbamoyl]pyrrolidin-3-yl]sulfanyl}-6-[(1R)-1-hydroxyethyl]-4-methyl-7-oxo-1-azabicyclo[3.2.0]hept-2-ene-2-carboxylic acid",|||||||,,,
DB00304,,,"(1R,3aS,3bS,9aR,9bS,11aS)-11a-ethyl-1-ethynyl-10-methylidene-1H,2H,3H,3aH,3bH,4H,5H,7H,8H,9H,9aH,9bH,10H,11H,11aH-cyclopenta[a]phenanthren-1-ol",|,||,|,
DB00305,,,"[(4S,6S,7R,8S)-11-amino-7-methoxy-12-methyl-10,13-dioxo-2,5-diazatetracyclo[7.4.0.0^{2,7}.0^{4,6}]trideca-1(9),11-dien-8-yl]methyl carbamate",,,,
DB00306,,,"5-(butan-2-yl)-5-(prop-2-en-1-yl)-1,3-diazinane-2,4,6-trione",|||||||||||,,,
DB00307,,,"4-[1-(3,5,5,8,8-pentamethyl-5,6,7,8-tetrahydronaphthalen-2-yl)ethenyl]benzoic acid",||,|,,
DB00308,,,N-(4-{4-[ethyl(heptyl)amino]-1-hydroxybutyl}phenyl)methanesulfonamide,|||||||||,,,
DB00309,,,"methyl (13S,15R,17S)-13-[(1R,9R,10S,11R,12R,19R)-10-carbamoyl-12-ethyl-10,11-dihydroxy-5-methoxy-8-methyl-8,16-diazapentacyclo[10.6.1.0^{1,9}.0^{2,7}.0^{16,19}]nonadeca-2,4,6,13-tetraen-4-yl]-17-ethyl-17-hydroxy-1,11-diazatetracyclo[13.3.1.0^{4,12}.0^{5,10}]nonadeca-4(12),5(10),6,8-tetraene-13-carboxylate",,,,
DB00310,,,"2-chloro-5-(1-hydroxy-3-oxo-2,3-dihydro-1H-isoindol-1-yl)benzene-1-sulfonamide",|,,,
DB00311,,,"6-ethoxy-1,3-benzothiazole-2-sulfonamide",||||,,,
DB00312,,,"5-ethyl-5-(pentan-2-yl)-1,3-diazinane-2,4,6-trione",||||||||||||,||,,
DB00313,,,2-propylpentanoic acid,|||||||||||||||,||||||||||||||||,,|||||
DB00314,,,"(3S)-3,6-diamino-N-{[(2S,5S,8E,11S,15S)-15-amino-11-[(4R)-2-amino-3,4,5,6-tetrahydropyrimidin-4-yl]-8-[(carbamoylamino)methylidene]-2-(hydroxymethyl)-3,6,9,12,16-pentaoxo-1,4,7,10,13-pentaazacyclohexadecan-5-yl]methyl}hexanamide; (3S)-3,6-diamino-N-{[(2S,5S,8E,11S,15S)-15-amino-11-[(4R)-2-amino-3,4,5,6-tetrahydropyrimidin-4-yl]-8-[(carbamoylamino)methylidene]-2-methyl-3,6,9,12,16-pentaoxo-1,4,7,10,13-pentaazacyclohexadecan-5-yl]methyl}hexanamide",,,,
DB00315,,,"(4S)-4-({3-[2-(dimethylamino)ethyl]-1H-indol-5-yl}methyl)-1,3-oxazolidin-2-one",|||||||,|,,
DB00316,,,N-(4-hydroxyphenyl)acetamide,|||||,||||||||||||||,,
DB00317,,,N-(3-chloro-4-fluorophenyl)-7-methoxy-6-[3-(morpholin-4-yl)propoxy]quinazolin-4-amine,,|||||,|,|
DB00318,,,"(1S,5R,13R,14S,17R)-10-methoxy-4-methyl-12-oxa-4-azapentacyclo[9.6.1.0^{1,13}.0^{5,17}.0^{7,18}]octadeca-7(18),8,10,15-tetraen-14-ol",||,|||,,
DB00319,,,"(2S,5R,6R)-6-[(2R)-2-[(4-ethyl-2,3-dioxopiperazine-1-carbonyl)amino]-2-phenylacetamido]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",|||,,,|
DB00320,,,"(2R,4R,7R)-N-[(1S,2S,4R,7S)-7-benzyl-2-hydroxy-4-methyl-5,8-dioxo-3-oxa-6,9-diazatricyclo[7.3.0.0^{2,6}]dodecan-4-yl]-6-methyl-6,11-diazatetracyclo[7.6.1.0^{2,7}.0^{12,16}]hexadeca-1(16),9,12,14-tetraene-4-carboxamide",|||||||||||||||,,,
DB00321,,,"dimethyl(3-{tricyclo[9.4.0.0^{3,8}]pentadeca-1(15),3,5,7,11,13-hexaen-2-ylidene}propyl)amine",|||||||||||||||||||||||||||,||||||||||,|,
DB00322,,,"5-fluoro-1-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-1,2,3,4-tetrahydropyrimidine-2,4-dione",|,|,,
DB00323,,,"5-(4-methylbenzoyl)-3-nitrobenzene-1,2-diol",,,,
DB00324,,,"(1R,3aS,3bS,5S,9aS,9bR,10S,11aS)-1-acetyl-9b-fluoro-1,10-dihydroxy-5,9a,11a-trimethyl-1H,2H,3H,3aH,3bH,4H,5H,7H,9aH,9bH,10H,11H,11aH-cyclopenta[a]phenanthren-7-one",,|,,
DB00325,,,pentacyano(nitroso)irondiuide,||,,,
DB00326,,,"calcium bis((3R,4S,5R,6R)-2,3,4,5,6,7-hexahydroxyheptanoate)",,,,
DB00327,,,"(1S,5R,13R,17R)-10-hydroxy-4-methyl-12-oxa-4-azapentacyclo[9.6.1.0^{1,13}.0^{5,17}.0^{7,18}]octadeca-7(18),8,10-trien-14-one",||,||,,
DB00328,,,2-[1-(4-chlorobenzoyl)-5-methoxy-2-methyl-1H-indol-3-yl]acetic acid,||||||||||,|||||,,||||||||||||||
DB00330,,,(2S)-2-[(2-{[(2S)-1-hydroxybutan-2-yl]amino}ethyl)amino]butan-1-ol,||,||||||,,
DB00331,,,"1-carbamimidamido-N,N-dimethylmethanimidamide",||||,,,|||||
DB00332,,,"(1R,3R,5S)-3-[(3-hydroxy-2-phenylpropanoyl)oxy]-8-methyl-8-(propan-2-yl)-8-azabicyclo[3.2.1]octan-8-ium",||,,|,|
DB00333,,,"6-(dimethylamino)-4,4-diphenylheptan-3-one",|||||||,|||||||||||,|,
DB00334,,,"5-methyl-8-(4-methylpiperazin-1-yl)-4-thia-2,9-diazatricyclo[8.4.0.0^{3,7}]tetradeca-1(14),3(7),5,8,10,12-hexaene",|||||||||||||||||||,|||||||,|,
DB00335,,,2-(4-{2-hydroxy-3-[(propan-2-yl)amino]propoxy}phenyl)acetamide,|,,,
DB00336,,,[(E)-[(5-nitrofuran-2-yl)methylidene]amino]urea,,,,
DB00337,,,"(1R,9S,12S,13R,14S,17R,18E,21S,23S,24R,25S,27R)-12-[(1E)-1-[(1R,3R,4S)-4-chloro-3-methoxycyclohexyl]prop-1-en-2-yl]-17-ethyl-1,14-dihydroxy-23,25-dimethoxy-13,19,21,27-tetramethyl-11,28-dioxa-4-azatricyclo[22.3.1.0⁴,⁹]octacos-18-ene-2,3,10,16-tetrone",||,,,
DB00338,,,"6-methoxy-2-[(4-methoxy-3,5-dimethylpyridin-2-yl)methanesulfinyl]-1H-1,3-benzodiazole",||,||||||||,,||
DB00339,,,pyrazine-2-carboxamide,|,|,,
DB00340,,,1-methyl-3-[(9H-thioxanthen-9-yl)methyl]piperidine,|,,,
DB00341,,,2-(2-{4-[(4-chlorophenyl)(phenyl)methyl]piperazin-1-yl}ethoxy)acetic acid,,,,
DB00342,,,1-(4-tert-butylphenyl)-4-[4-(hydroxydiphenylmethyl)piperidin-1-yl]butan-1-ol,||||||,|||||,|,|
DB00343,,,"(2S,3S)-5-[2-(dimethylamino)ethyl]-2-(4-methoxyphenyl)-4-oxo-2,3,4,5-tetrahydro-1,5-benzothiazepin-3-yl acetate",||,|||||,|,
DB00344,,,"methyl(3-{tricyclo[9.4.0.0^{3,8}]pentadeca-1(15),3,5,7,9,11,13-heptaen-2-yl}propyl)amine",|,,,
DB00345,,,2-[(4-aminophenyl)formamido]acetic acid,,,,||||||||||
DB00346,,,"N-{3-[(4-amino-6,7-dimethoxyquinazolin-2-yl)(methyl)amino]propyl}oxolane-2-carboxamide",|||,,|,
DB00347,,,"trimethyl-1,3-oxazolidine-2,4-dione",,||||,,
DB00348,,,"2-[2-nitro-4-(trifluoromethyl)benzoyl]cyclohexane-1,3-dione",,,,
DB00349,,,"7-chloro-1-methyl-5-phenyl-2,3,4,5-tetrahydro-1H-1,5-benzodiazepine-2,4-dione",|||,|||||||||||||,|,
DB00350,,,"2,6-diamino-4-(piperidin-1-yl)pyrimidin-1-ium-1-olate",||,,,
DB00351,,,"(1S,2R,10R,11S,14R,15S)-14-acetyl-2,8,15-trimethyl-5-oxotetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadeca-6,8-dien-14-yl acetate",|,,,
DB00352,,,"2-amino-6,7-dihydro-3H-purine-6-thione",,,,
DB00353,,,"(4R,7R)-N-[(2S)-1-hydroxybutan-2-yl]-6-methyl-6,11-diazatetracyclo[7.6.1.0^{2,7}.0^{12,16}]hexadeca-1(16),2,9,12,14-pentaene-4-carboxamide",|,,,
DB00354,,,1-[(4-tert-butylphenyl)methyl]-4-[(4-chlorophenyl)(phenyl)methyl]piperazine,|,,,
DB00355,,,"(2S,3S)-3-[(2Z)-2-(2-azaniumyl-1,3-thiazol-4-yl)-2-[(1-carboxy-1-methylethoxy)imino]acetamido]-2-methyl-4-oxoazetidine-1-sulfonate",|||,,,
DB00356,,,"5-chloro-2,3-dihydro-1,3-benzoxazol-2-one",,|||||,,
DB00357,,,"3-(4-aminophenyl)-3-ethylpiperidine-2,6-dione",|,|,,
DB00358,,,"[2,8-bis(trifluoromethyl)quinolin-4-yl](piperidin-2-yl)methanol",|,|||,,
DB00359,,,4-amino-N-(pyrimidin-2-yl)benzene-1-sulfonamide,|,||,,
DB00360,,,"(6R)-2-amino-6-[(1R,2S)-1,2-dihydroxypropyl]-3,4,5,6,7,8-hexahydropteridin-4-one",|||,,,
DB00361,,,"methyl (1R,9R,10S,11R,12R,19R)-11-(acetyloxy)-12-ethyl-4-[(12S,14R)-16-ethyl-12-(methoxycarbonyl)-1,10-diazatetracyclo[12.3.1.0^{3,11}.0^{4,9}]octadeca-3(11),4,6,8,15-pentaen-12-yl]-10-hydroxy-5-methoxy-8-methyl-8,16-diazapentacyclo[10.6.1.0^{1,9}.0^{2,7}.0^{16,19}]nonadeca-2,4,6,13-tetraene-10-carboxylate",,|,,
DB00362,,,,|,,,
DB00363,,,"6-chloro-10-(4-methylpiperazin-1-yl)-2,9-diazatricyclo[9.4.0.0^{3,8}]pentadeca-1(15),3,5,7,9,11,13-heptaene",||||||||||||||||||||||||||||||||,|||||||||,|,|||
DB00364,,,"[({[(2R,3R,4S,5R,6R)-6-{[(2S,3S,4R,5R)-3,4-bis({[(dihydroxyalumanyl)oxy]sulfonyl}oxy)-2,5-bis[({[(dihydroxyalumanyl)oxy]sulfonyl}oxy)methyl]oxolan-2-yl]oxy}-4,5-bis({[(dihydroxyalumanyl)oxy]sulfonyl}oxy)-2-[({[(dihydroxyalumanyl)oxy]sulfonyl}oxy)methyl]oxan-3-yl]oxy}sulfonyl)oxy]alumanediol alumanetriol hydrate",||,,,
DB00365,,,"1-cyclopropyl-6-fluoro-5-methyl-7-(3-methylpiperazin-1-yl)-4-oxo-1,4-dihydroquinoline-3-carboxylic acid",|||,|,,|||||
DB00366,,,dimethyl({2-[1-phenyl-1-(pyridin-2-yl)ethoxy]ethyl})amine,||,,,
